Siruta,Localitate,Judet,NrMedici_Privat,NrMedici_Public,PersonalMediu_privat,PersonalMediu_public,MediciFamilie
151567,Ciprian Porumbescu,SV,1,0,6,1,1
151576,Berchisesti,SV,2,0,1,1,2
151585,Poieni-Solca,SV,1,0,1,0,1
151683,Municipiul Turnu Magurele,TR,23,55,71,145,17
151709,Ciuperceni,TR,1,0,2,1,1
151736,Islaz,TR,2,0,4,1,2
151763,Lita,TR,1,0,2,0,1
151790,Municipiul Alexandria,TR,64,145,234,607,34
151816,Nanov,TR,2,0,3,0,2
151834,Poroschia,TR,2,11,3,51,2
151870,Municipiul Rosiori De Vede,TR,19,47,66,223,14
151905,Oras Videle,TR,9,28,45,124,5
151932,Crevenicu,TR,1,0,1,1,1
151978,Oras Zimnicea,TR,7,29,31,66,6
151996,Balaci,TR,1,4,1,13,1
152038,Babaita,TR,3,0,4,0,3
152083,Blejesti,TR,0,0,2,0,0
152127,Bogdana,TR,1,0,2,0,1
152172,Botoroaga,TR,2,0,5,1,2
152234,Bragadiru,TR,2,0,5,1,2
152252,Branceni,TR,2,0,3,0,2
152270,Bujoreni,TR,0,0,0,0,0
152314,Bujoru,TR,1,0,2,0,1
152332,Buzescu,TR,1,0,3,1,1
152350,Calinesti,TR,2,0,6,0,2
152412,Calmatuiu,TR,1,0,3,0,1
152467,Calmatuiu De Sus,TR,1,0,3,0,1
152500,Cervenia,TR,2,1,3,6,2
152528,Ciolanesti,TR,1,0,3,0,1
152564,Contesti,TR,1,0,3,1,1
152582,Cosmesti,TR,1,0,2,0,1
152617,Crangeni,TR,1,0,3,0,1
152662,Crangu,TR,2,0,2,0,2
152724,Didesti,TR,1,0,1,0,1
152760,Dobrotesti,TR,3,0,5,0,3
152797,Dracsenei,TR,2,0,2,1,2
152868,Draganesti De Vede,TR,1,0,1,0,1
152902,Draganesti-Vlasca,TR,1,0,6,0,1
152948,Furculesti,TR,1,1,3,6,1
152993,Frumoasa,TR,1,0,2,1,1
153026,Galateni,TR,1,0,3,0,1
153062,Gratia,TR,2,0,3,1,2
153106,Izvoarele,TR,1,0,3,0,1
153124,Lisa,TR,1,0,2,0,1
153151,Lunca,TR,2,0,3,1,2
153204,Mavrodin,TR,3,0,5,0,3
153240,Magura,TR,1,0,3,1,1
153277,Maldaeni,TR,1,0,2,1,1
153295,Mereni,TR,1,0,2,0,1
153339,Marzanesti,TR,1,0,1,0,1
153384,Mosteni,TR,2,0,2,0,2
153400,Nasturelu,TR,2,0,2,1,2
153437,Necsesti,TR,1,0,2,1,1
153473,Olteni,TR,1,0,4,9,1
153507,Orbeasca,TR,6,0,9,1,6
153543,Peretu,TR,3,0,7,0,3
153561,Piatra,TR,2,0,4,1,2
153589,Pietrosani,TR,1,0,4,0,1
153605,Plosca,TR,2,0,4,1,2
153623,Plopii-Slavitesti,TR,1,0,2,1,1
153696,Poeni,TR,2,0,6,1,1
153776,Vitanesti,TR,1,0,2,1,1
153829,Putineiu,TR,1,0,1,1,1
153865,Radoiesti,TR,1,0,2,1,1
153909,Rasmiresti,TR,1,0,2,0,1
153936,Salcia,TR,1,0,2,0,1
153972,Saceni,TR,1,0,2,0,1
154013,Scrioastea,TR,2,0,3,1,2
154068,Scurtu Mare,TR,1,0,2,0,1
154139,Seaca,TR,1,0,2,0,1
154166,Sfintesti,TR,0,0,1,0,0
154184,Segarcea-Vale,TR,1,0,1,1,1
154228,Silistea,TR,1,0,2,0,1
154282,Silistea-Gumesti,TR,0,0,1,0,0
154308,Sarbeni,TR,1,0,2,0,1
154344,Slobozia Mandra,TR,2,0,3,1,2
154380,Smardioasa,TR,1,0,3,0,1
154415,Stejaru,TR,2,0,1,1,1
154460,Suhaia,TR,1,0,3,1,1
154497,Storobaneasa,TR,2,0,3,0,2
154521,Talpa,TR,1,0,2,1,1
154585,Tatarastii De Jos,TR,1,0,3,0,1
154665,Tatarastii De Sus,TR,2,0,4,1,2
154709,Toporu,GR,1,0,1,0,1
154736,Traian,TR,1,0,2,1,1
154754,Trivalea-Mosteni,TR,3,0,4,1,2
154790,Troianul,TR,1,0,3,1,1
154834,Tiganesti,TR,3,0,6,1,3
154852,Vedea,TR,1,0,1,1,1
154914,Viisoara,TR,1,0,2,0,1
154932,Vartoape,TR,1,0,3,0,1
154978,Zambreasca,TR,1,0,1,0,1
154996,Nenciulesti,TR,0,0,1,0,0
155083,Beciu,TR,0,0,1,1,0
155092,Beuca,TR,0,0,1,1,0
155109,Dracea,TR,0,0,0,0,0
155118,Fantanele,TR,0,0,1,0,0
155127,Frasinet,TR,0,0,1,0,0
155136,Purani,TR,1,0,1,0,1
155145,Saelele,TR,0,0,1,1,0
155154,Uda-Clocociov,TR,0,0,0,0,0
155243,Municipiul Timisoara,TM,1078,2259,1896,2471,298
155261,Dumbravita,TM,10,0,12,0,4
155289,Ghiroda,TM,9,0,10,0,4
155314,Giroc,TM,21,0,18,0,3
155350,Municipiul Lugoj,TM,52,52,126,268,32
155403,Oras Buzias,TM,14,8,16,21,6
155458,Oras Deta,TM,9,20,11,43,4
155494,Oras Jimbolia,TM,10,28,15,65,7
155528,Oras Sannicolau Mare,TM,18,18,30,58,9
155546,Balint,TM,2,0,3,0,2
155591,Banloc,TM,2,0,4,0,2
155662,Bara,TM,0,0,0,0,0
155724,Beba Veche,TM,0,0,0,0,0
155760,Becicherecu Mic,TM,13,0,12,0,3
155797,Belint,TM,2,0,4,0,2
155840,Bethausen,TM,2,0,3,0,2
155911,Biled,TM,2,0,3,0,2
155957,Barna,TM,1,0,2,0,1
156035,Bogda,TM,1,0,2,0,1
156106,Boldur,TM,3,0,3,0,3
156151,Brestovat,TM,1,0,2,0,1
156213,Carpinis,TM,4,0,7,0,4
156259,Cenad,TM,3,0,3,0,3
156277,Cenei,TM,2,0,6,0,2
156311,Cheveresu Mare,TM,2,0,2,0,2
156357,Oras Ciacova,TM,8,0,27,23,4
156437,Comlosu Mare,TM,3,1,7,3,3
156473,Costeiu,TM,1,0,4,0,1
156534,Criciova,TM,2,0,2,0,2
156589,Curtea,TM,1,0,1,1,1
156623,Darova,TM,2,0,3,0,2
156669,Denta,TM,2,0,2,0,2
156712,Dudestii Vechi,TM,2,0,5,0,2
156767,Dumbrava,TM,2,0,2,0,2
156801,Oras Faget,TM,6,18,14,58,4
156927,Fardea,TM,2,0,3,0,2
157004,Foeni,TM,2,0,6,0,2
157031,Gavojdia,TM,2,2,3,43,2
157086,Oras Gataia,TM,6,23,9,77,4
157193,Ghizela,TM,1,0,1,0,1
157246,Giarmata,TM,7,0,9,0,4
157273,Giera,TM,2,0,2,0,2
157317,Giulvaz,TM,2,0,2,0,2
157362,Jamu Mare,TM,3,0,4,2,3
157424,Jebel,TM,3,17,8,63,3
157451,Lenauheim,TM,3,0,6,0,3
157497,Liebling,TM,4,0,5,0,4
157530,Lovrin,TM,3,0,5,0,3
157585,Margina,TM,2,0,2,1,2
157683,Masloc,TM,9,0,10,0,2
157736,Manastiur,TM,1,0,1,0,1
157781,Moravita,TM,3,0,3,0,3
157834,Mosnita Noua,TM,8,0,8,0,4
157898,Nadrag,TM,2,0,4,0,2
157923,Nitchidorf,TM,2,0,3,0,2
157969,Ohaba Lunga,TM,1,0,0,1,1
158010,Ortisoara,TM,8,0,11,0,3
158065,Peciu Nou,TM,3,0,7,0,3
158109,Periam,TM,2,1,7,4,3
158136,Pietroasa,TM,1,0,1,0,1
158181,Pischia,TM,6,0,7,0,3
158243,Racovita,TM,2,0,3,0,2
158314,Oras Recas,TM,9,0,11,47,5
158396,Remetea Mare,TM,2,0,7,0,2
158449,Sacosu Turcesc,TM,2,0,5,0,2
158528,Satchinez,TM,2,0,7,0,2
158564,Sacalaz,TM,6,0,8,0,4
158608,Secas,TM,0,0,0,0,0
158653,Sanandrei,TM,6,0,11,0,4
158699,Sanmihaiu Roman,TM,4,0,9,0,4
158733,Sanpetru Mare,TM,3,0,7,0,3
158779,Sag,TM,3,0,5,0,3
158804,Stiuca,TM,1,0,1,0,1
158859,Teremia Mare,TM,3,0,4,0,3
158895,Tomesti,TM,3,0,4,0,3
158966,Topolovatu Mare,TM,4,0,4,0,4
159035,Tormac,TM,2,0,6,0,2
159071,Traian Vuia,TM,2,0,2,0,2
159142,Uivar,TM,2,0,3,0,2
159213,Varias,TM,5,0,7,4,4
159259,Victor Vlad Delamarina,TM,2,0,2,0,2
159339,Voiteg,TM,1,0,2,0,1
159366,Birda,TM,2,0,4,0,2
159375,Checea,TM,1,0,2,0,1
159384,Dudestii Noi,TM,2,0,3,0,2
159393,Fibis,TM,1,0,2,0,1
159400,Ghilad,TM,1,0,2,0,1
159419,Gottlob,TM,1,0,2,0,1
159428,Iecea Mare,TM,2,0,3,0,2
159437,Parta,TM,1,0,2,0,1
159446,Padureni,TM,1,0,3,0,1
159455,Saravale,TM,1,0,4,0,1
159464,Sandra,TM,5,0,8,0,2
159473,Tomnatic,TM,3,0,4,0,3
159482,Valcani,TM,1,0,1,0,1
159491,Livezile,TM,2,0,2,0,2
159507,Pesac,TM,1,0,1,0,1
159516,Bucovat,TM,1,0,1,0,1
159525,Otelec,TM,0,0,0,0,0
159614,Municipiul Tulcea,TL,70,202,369,705,40
159650,Oras Babadag,TL,7,1,3,37,4
159687,Oras Isaccea,TL,1,1,1,11,1
159730,Oras Macin,TL,5,21,4,56,4
159767,Oras Sulina,TL,3,0,2,2,1
159785,Baia,TL,2,0,3,1,2
159847,Beidaud,TL,1,0,3,0,1
159883,C.a. Rosetti,TL,1,0,3,0,1
159945,Carcaliu,TL,1,0,2,2,1
159963,Casimcea,TL,1,0,3,0,1
160047,Ceatalchioi,TL,0,0,0,1,0
160092,Ceamurlia De Jos,TL,1,0,3,0,1
160127,Cerna,TL,2,0,4,2,2
160172,Chilia Veche,TL,1,0,3,0,1
160225,Ciucurova,TL,1,0,2,1,1
160261,Crisan,TL,0,0,0,2,0
160305,Daeni,TL,1,0,3,1,1
160323,Dorobantu,TL,0,0,2,1,0
160387,Frecatei,TL,2,0,5,0,1
160430,Greci,TL,2,0,4,2,2
160458,Grindu,TL,1,0,1,1,1
160476,Hamcearca,TL,1,0,2,0,1
160528,Horia,TL,1,0,3,7,1
160564,Izvoarele,TL,1,0,3,0,1
160617,Jijila,TL,1,0,3,2,1
160644,Jurilovca,TL,2,1,9,0,2
160680,Luncavita,TL,2,0,4,2,2
160724,Mahmudia,TL,1,0,5,1,1
160779,Maliuc,TL,0,0,0,2,0
160831,Mihai Bravu,TL,1,0,1,0,1
160877,Mihail Kogalniceanu,TL,1,0,4,1,1
160911,Murighiol,TL,1,0,6,0,1
160993,Nalbant,TL,1,0,3,0,1
161035,Niculitel,TL,2,0,4,1,2
161053,Nufaru,TL,1,0,4,1,1
161106,Ostrov,TL,1,0,2,0,1
161133,Pardina,TL,0,0,1,0,0
161151,Peceneaga,TL,1,0,1,1,1
161179,Sarichioi,TL,3,0,5,8,2
161231,Sfantu Gheorghe,TL,1,0,3,1,1
161259,Slava Cercheza,TL,1,0,3,0,1
161286,Smardan,TL,1,0,1,1,1
161302,Somova,TL,1,0,6,0,1
161348,Stejaru,TL,1,0,1,0,1
161384,Topolog,TL,2,0,4,3,2
161464,Turcoaia,TL,1,0,1,2,1
161482,Valea Nucarilor,TL,1,0,3,1,1
161525,I.c.bratianu,TL,1,0,1,0,1
161543,Vacareni,TL,0,0,2,0,0
161552,Bestepe,TL,1,0,3,1,1
161561,Valea Teilor,TL,0,0,2,1,0
161794,Municipiul Barlad,VS,44,122,201,524,33
161829,Municipiul Husi,VS,18,43,59,200,14
161856,Oras Negresti,VS,5,0,18,14,4
161945,Municipiul Vaslui,VS,45,146,189,686,31
162014,Albesti,VS,1,0,1,0,1
162069,Alexandru Vlahuta,VS,1,0,3,1,1
162149,Arsura,VS,1,0,1,1,1
162194,Banca,VS,2,0,4,1,2
162327,Bacani,VS,1,0,3,1,1
162381,Bacesti,VS,1,3,1,22,1
162452,Balteni,VS,1,0,1,1,1
162498,Berezeni,VS,2,0,2,1,2
162559,Blagesti,VS,1,0,2,1,1
162595,Bogdana,VS,1,0,1,1,1
162693,Bogdanesti,VS,1,0,1,0,1
162791,Bogdanita,VS,1,0,1,1,1
162871,Botesti,VS,1,0,1,0,1
162924,Bunesti-Averesti,VS,1,0,1,1,1
163002,Codaesti,VS,3,2,4,13,3
163057,Coroiesti,VS,1,0,1,0,1
163137,Costesti,VS,1,0,3,0,1
163208,Cretesti,VS,1,0,2,0,1
163253,Danesti,VS,1,0,1,0,1
163324,Deleni,VS,0,0,0,1,0
163379,Delesti,VS,1,0,1,0,1
163486,Dragomiresti,VS,2,0,4,4,2
163618,Dranceni,VS,2,0,4,6,2
163681,Duda-Epureni,VS,2,0,2,0,2
163734,Dumesti,VS,2,0,2,0,2
163789,Epureni,VS,1,0,2,0,1
163832,Falciu,VS,2,0,4,11,2
163903,Gagesti,VS,1,0,1,5,1
163967,Gherghesti,VS,1,0,2,0,1
164062,Garceni,VS,0,0,0,0,0
164133,Grivita,VS,1,0,2,1,1
164197,Hoceni,VS,1,0,1,1,1
164277,Dimitrie Cantemir,VS,1,0,2,1,1
164339,Iana,VS,1,0,2,1,1
164393,Ivanesti,VS,3,0,4,0,3
164543,Ivesti,VS,0,0,0,1,0
164598,Laza,VS,1,0,3,0,1
164687,Lipovat,VS,2,0,4,3,2
164749,Lunca Banului,VS,1,0,2,1,1
164829,Malusteni,VS,1,0,1,1,1
164892,Miclesti,VS,1,0,1,0,1
164936,Muntenii De Jos,VS,1,0,1,0,1
164981,Oras Murgeni,VS,2,5,6,28,4
165069,Oltenesti,VS,2,0,2,0,1
165130,Osesti,VS,2,0,3,1,2
165185,Padureni,VS,2,0,2,0,2
165274,Perieni,VS,1,0,2,1,1
165336,Poienesti,VS,1,0,3,1,1
165416,Pogana,VS,1,0,2,6,1
165470,Puiesti,VS,2,0,4,4,2
165611,Pungesti,VS,1,0,2,1,1
165719,Rebricea,VS,2,0,3,1,2
165817,Rosiesti,VS,1,0,2,0,1
165899,Solesti,VS,2,0,4,0,2
165979,Stanilesti,VS,2,0,3,0,2
166057,Stefan Cel Mare,VS,1,0,2,3,1
166137,Suletea,VS,1,0,2,1,1
166182,Tanacu,VS,0,0,3,1,0
166235,Tacuta,VS,1,0,2,0,1
166315,Tatarani,VS,1,0,1,0,1
166413,Todiresti,VS,1,0,4,0,1
166529,Tutova,VS,1,0,4,5,1
166636,Valeni,VS,2,0,3,0,2
166672,Vetrisoaia,VS,2,0,2,1,1
166707,Viisoara,VS,1,0,2,1,1
166770,Vinderei,VS,1,0,2,0,1
166869,Voinesti,VS,1,0,3,1,1
166985,Vulturesti,VS,1,0,1,4,1
167035,Vutcani,VS,1,0,2,11,1
167071,Zapodeni,VS,1,0,3,0,1
167179,Zorleni,VS,3,0,6,1,3
167222,Ibanesti,VS,0,0,0,0,0
167231,Fruntiseni,VS,1,0,2,0,1
167240,Rafaila,VS,1,0,1,1,1
167259,Pogonesti,VS,1,0,1,1,1
167268,Ciocani,VS,0,0,0,1,0
167277,Cozmesti,VS,1,0,1,1,1
167286,Dodesti,VS,0,0,0,1,0
167295,Feresti,VS,1,0,2,1,1
167302,Muntenii De Sus,VS,1,0,2,1,1
167311,Pochidia,VS,0,0,0,1,0
167320,Puscasi,VS,1,0,2,1,1
167473,Municipiul Ramnicu Valcea,VL,115,274,251,1119,56
167641,Oras Baile Govora,VL,6,0,27,0,2
167696,Oras Baile Olanesti,VL,11,0,70,0,3
167794,Oras Brezoi,VL,6,13,9,35,3
167909,Oras Calimanesti,VL,12,6,46,24,7
167981,Municipiul Dragasani,VL,25,36,84,108,12
168041,Oras Horezu,VL,6,36,16,10,3
168130,Oras Ocnele Mari,VL,2,0,5,0,2
168229,Alunu,VL,3,0,3,0,2
168309,Amarasti,VL,1,0,4,0,1
168372,Oras Babeni,VL,5,0,10,0,5
168452,Oras Balcesti,VL,5,1,12,2,3
168559,Barbatesti,VL,5,0,10,0,2
168602,Oras Berbesti,VL,2,0,10,0,2
168675,Berislavesti,VL,2,0,3,0,2
168755,Boisoara,VL,0,0,0,0,0
168791,Budesti,VL,2,0,5,0,4
168880,Bujoreni,VL,2,0,5,0,4
168960,Bunesti,VL,1,0,1,0,1
169039,Cernisoara,VL,1,1,5,0,2
169119,Caineni,VL,1,0,2,0,1
169182,Copaceni,VL,1,0,2,0,1
169253,Costesti,VL,2,0,5,0,2
169306,Creteni,VL,1,0,2,0,1
169351,Daesti,VL,2,0,3,0,2
169404,Danicei,VL,2,0,3,0,2
169547,Dragoesti,VL,3,3,11,42,1
169583,Fauresti,VL,1,0,2,0,1
169681,Fartatesti,VL,2,1,3,0,2
169896,Francesti,VL,2,0,4,0,2
169994,Galicea,VL,2,0,3,0,2
170097,Ghioroiu,VL,1,1,0,0,1
170168,Glavile,VL,1,0,4,0,1
170220,Golesti,VL,1,0,2,0,1
170346,Gradistea,VL,3,0,7,0,2
170444,Gusoeni,VL,1,0,0,0,1
170514,Ionesti,VL,3,0,7,0,3
170612,Lalosu,VL,1,1,3,0,1
170685,Ladesti,VL,1,1,3,32,1
170792,Lapusata,VL,1,0,3,0,1
170872,Livezi,VL,1,0,4,0,1
170952,Lungesti,VL,2,0,4,0,2
171021,Malaia,VL,1,0,2,0,1
171067,Mateesti,VL,1,0,3,0,1
171101,Maciuca,VL,1,0,3,0,1
171209,Madulari,VL,1,0,2,0,1
171272,Maldaresti,VL,1,0,2,0,1
171325,Mihaesti,VL,2,9,6,82,3
171469,Milcoiu,VL,1,0,2,0,1
171539,Muereasca,VL,2,0,3,0,2
171628,Nicolae Balcescu,VL,2,0,8,0,2
171806,Olanu,VL,1,0,5,0,2
171879,Orlesti,VL,1,0,4,0,1
171931,Otesani,VL,2,0,6,0,2
171995,Pausesti,VL,2,0,4,0,2
172082,Pausesti-Maglasi,VL,2,0,3,0,2
172153,Perisani,VL,1,0,2,0,1
172279,Pesceana,VL,1,0,2,0,1
172340,Pietrari,VL,2,1,4,0,2
172377,Popesti,VL,1,0,3,0,1
172457,Prundeni,VL,2,0,4,0,2
172509,Racovita,VL,0,0,2,0,0
172581,Roesti,VL,1,0,4,0,1
172698,Rosiile,VL,1,0,3,0,1
172812,Runcu,VL,2,0,4,0,2
172894,Salatrucel,VL,2,0,4,0,2
172947,Scundu,VL,1,0,2,0,1
172992,Sinesti,VL,1,1,4,10,1
173061,Slatioara,VL,2,0,4,0,2
173132,Stanesti,VL,0,1,0,0,0
173230,Stoenesti,VL,2,0,4,0,2
173374,Stoilesti,VL,3,0,6,0,3
173533,Stroesti,VL,2,0,5,0,2
173597,Sutesti,VL,1,0,2,0,1
173686,Sirineasa,VL,1,0,4,0,1
173748,Stefanesti,VL,3,0,4,0,3
173793,Susani,VL,2,0,3,0,2
173855,Tetoiu,VL,2,0,4,0,2
173935,Tomsani,VL,2,0,4,0,2
174021,Vaideeni,VL,2,0,4,0,2
174085,Valea Mare,VL,1,0,2,0,1
174156,Vladesti,VL,2,0,3,0,2
174218,Voicesti,VL,2,1,2,0,2
174254,Voineasa,VL,2,0,0,0,2
174290,Zatreni,VL,2,0,6,0,2
174496,Titesti,VL,1,0,2,0,1
174502,Diculesti,VL,1,0,1,0,1
174511,Lacusteni,VL,0,0,0,0,0
174520,Mitrofani,VL,1,0,1,0,1
174744,Municipiul Focsani,VN,72,225,280,1092,47
174780,Campineanca,VN,2,0,4,0,2
174824,Golesti,VN,2,0,2,0,2
174860,Municipiul Adjud,VN,13,47,41,112,9
174922,Oras Marasesti,VN,6,5,5,6,6
175019,Oras Odobesti,VN,5,4,11,4,4
175055,Oras Panciu,VN,10,18,20,49,5
175126,Andreiasu De Jos,VN,1,0,1,0,0
175206,Balesti,VN,1,0,1,0,1
175224,Barsesti,VN,1,0,2,0,1
175260,Boghesti,VN,0,0,0,0,0
175368,Bolotesti,VN,2,0,3,0,2
175439,Bordesti,VN,1,0,1,0,1
175466,Brosteni,VN,1,0,3,0,1
175509,Chiojdeni,VN,1,0,1,0,1
175590,Ciorasti,VN,2,0,3,0,2
175670,Campuri,VN,1,0,4,0,1
175732,Carligele,VN,1,0,5,0,1
175787,Corbita,VN,1,0,1,0,1
175885,Cotesti,VN,2,0,5,0,2
175938,Dumbraveni,VN,2,15,3,54,2
175983,Dumitresti,VN,2,0,4,4,2
176150,Fitionesti,VN,2,0,3,0,2
176212,Garoafa,VN,3,0,4,0,3
176301,Gugesti,VN,3,0,5,0,3
176338,Gura Calitei,VN,1,0,2,0,1
176445,Homocea,VN,4,0,7,0,4
176506,Jaristea,VN,2,1,3,1,2
176551,Jitia,VN,1,0,2,0,1
176613,Maicanesti,VN,2,0,2,3,2
176686,Mera,VN,1,0,1,0,1
176748,Milcovul,VN,2,0,6,0,2
176793,Movilita,VN,1,0,2,0,1
176855,Nanesti,VN,1,0,1,0,1
176891,Naruja,VN,0,0,1,0,0
176944,Nereju,VN,2,0,2,0,2
177003,Nistoresti,VN,1,0,1,0,1
177101,Paltin,VN,1,0,2,0,1
177236,Paunesti,VN,3,0,3,0,3
177263,Poiana Cristei,VN,1,0,2,0,1
177352,Pufesti,VN,2,0,4,0,2
177405,Racoasa,VN,1,0,2,0,1
177469,Reghiu,VN,0,0,0,0,0
177557,Ruginesti,VN,2,0,5,0,2
177600,Sihlea,VN,1,0,2,0,1
177655,Slobozia Bradului,VN,1,0,2,0,1
177726,Slobozia Ciorasti,VN,0,0,0,0,0
177762,Soveja,VN,1,0,2,0,1
177799,Straoane,VN,1,0,1,0,1
177842,Suraia,VN,3,0,4,0,3
177879,Tanasoaia,VN,1,0,1,0,1
177986,Tataranu,VN,2,0,3,0,2
178046,Tamboesti,VN,2,0,3,0,2
178117,Tulnici,VN,2,0,2,0,2
178180,Tifesti,VN,2,0,3,0,2
178279,Urechesti,VN,1,0,2,0,1
178313,Valea Sarii,VN,0,0,0,0,0
178377,Vidra,VN,2,11,6,64,2
178475,Vintileasca,VN,1,0,0,0,1
178545,Vizantea-Livezi,VN,1,0,1,0,1
178607,Vanatori,VN,3,0,6,0,3
178689,Vartescoiu,VN,2,0,2,0,2
178750,Vrancioaia,VN,1,0,5,0,1
178821,Vulturu,VN,4,0,9,0,4
178885,Negrilesti,VN,0,0,0,0,0
178894,Ploscuteni,VN,0,0,2,0,0
178901,Popesti,VN,1,0,3,0,1
178910,Paulesti,VN,0,0,0,0,0
178929,Biliesti,VN,1,0,2,0,1
178938,Gologanu,VN,1,0,1,0,1
178947,Obrejita,VN,1,0,1,0,1
178956,Rastoaca,VN,1,0,2,0,1
178965,Spulber,VN,0,0,0,0,0
179132,Municipiul Bucuresti,B,4487,8050,6080,14702,1763
179221,Oras Bragadiru,IF,32,4,33,8,8
179249,Chiajna,IF,39,1,14,1,8
179285,Oras Chitila,IF,8,4,8,7,4
179310,Dobroesti,IF,4,1,6,1,4
179347,Glina,IF,3,1,4,1,3
179383,Jilava,IF,11,6,9,22,6
179409,Oras Magurele,IF,19,4,8,7,6
179463,Mogosoaia,IF,3,1,4,1,3
179481,Oras Otopeni,IF,43,41,66,178,8
179515,Oras Pantelimon,IF,22,6,11,9,7
179533,Oras Popesti Leordeni,IF,31,6,30,14,12
179551,Oras Voluntari,IF,76,11,75,35,14
179588,Copaceni,IF,2,0,4,1,2
179604,Poienile Izei,MM,0,0,0,1,0
179613,Sieu,MM,1,0,2,0,1
179622,Grosii Tiblesului,MM,1,0,2,0,1
179631,Treznea,SJ,0,0,0,0,0
179640,Vulcana-Pandele,DB,0,0,2,0,0
179659,Negrilesti,BN,1,0,1,0,1
179677,Camin,SM,0,0,0,0,0
179686,Dumitrita,BN,1,0,2,2,1
179695,Simisna,SJ,1,0,1,1,1
179702,Traian,IL,2,0,2,2,2
179711,Vladeni,DB,1,0,2,0,1
179720,Poiana Ilvei,BN,0,0,1,0,0
179739,Malu,GR,1,0,3,0,1
179748,Cosoba,GR,0,0,2,0,0
179757,Herasti,GR,1,0,0,2,1
179766,Isvoarele,GR,1,0,2,0,1
179775,Sabareni,GR,2,0,4,0,2
179784,Boranesti,IL,0,0,0,0,0
179793,Buesti,IL,0,0,1,0,0
179800,Maia,IL,1,0,4,0,1
179819,Ograda,IL,1,0,3,0,1
179828,Rosiori,IL,1,0,2,0,1
179837,Coas,MM,1,0,1,0,1
179846,Coltau,MM,3,0,8,0,0
179855,Gardani,MM,0,0,1,0,0
179864,Oncesti,MM,0,0,1,0,0
179873,Agris,SM,0,0,0,0,0
179882,Ciumesti,SM,0,0,0,0,0
179891,Raciu,DB,1,0,3,0,1
179908,Pietrari,DB,1,0,2,0,1
179917,Rau Alb,DB,1,0,2,0,1
179926,Rascaeti,DB,0,0,2,0,0
179935,Persinari,DB,0,0,3,0,0
179944,Runcu Salvei,BN,0,0,0,0,0
179953,Ciceu- Mihaiesti,BN,0,0,0,0,0
179962,Galbinasi,CL,0,0,0,0,0
179971,Colelia,IL,0,0,0,0,0
179980,Marculesti,IL,1,0,1,0,1
179999,Moldoveni,IL,1,0,2,0,1
180000,Platonesti,IL,1,0,3,1,1
180019,Sarateni,IL,0,0,1,0,0
180028,Porumbesti,SM,0,0,0,0,0
180037,Boghis,SJ,1,0,2,5,1
180046,Gura Ialomitei,IL,0,0,2,0,0
180055,Crivat,CL,0,0,2,0,0
180064,Barbulesti,IL,0,0,0,1,0
180091,Racsa,SM,0,0,0,0,0
