Code,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
ALB,1.0802626889536537,-0.39457692769272673,-0.1898720613264449,-0.5330469382696492,1.8902950775920666,1.9115088077891693,0.5942344461139593,-2.1080521679379105,-1.8594835370387301,0.3506253195892242,-0.945658500001412,-1.558668733644974
AUT,0.25804113300682496,0.5376280719579793,-0.01604076205245403,-0.06951622728611176,-0.8213778080890847,0.5224109412037241,-1.3393101676530148,0.41280211858603433,1.2707484278267895,1.7997902379593405,1.0748022556848622,0.787587476825322
BLR,-0.527142095336225,-1.1983667129234894,0.5677332434588889,-1.618885151482626,-0.8480198961814549,0.7354419066410742,0.33490900583059285,0.6429557452354213,0.1110484342082448,0.5533706994323271,-0.10833449353238248,0.6492761482185245
BEL,-0.19942510441688735,1.3838791088879796,-0.03517516244423734,-0.3919966598673674,0.44606119367803315,-0.7247372258114287,-0.017070354093098306,0.15704923044118535,0.04377203744799447,-0.03420251193283321,0.07591193398781577,0.5663445887356009
BIH,0.14912006421907706,-1.7650076863956878,-2.3604173934741617,0.2653321144896057,0.9020147045133997,-2.1741455669844054,0.26972028033185014,1.1480463935839154,2.0072358168617837,-0.7086388410284759,-0.8504377663833064,0.13944795017504522
BGR,1.048003775460414,-0.4256021750941424,-0.5663101839388446,-0.18142757093298584,0.3423855035494709,1.138054367335299,-0.2627366052714586,0.32599906289292857,-0.866395313984471,-0.9298116621228913,2.0543356606058816,0.7430444475608664
HRV,0.08295205459602091,-1.108720534891132,-1.2067879924014284,-0.5328869348108858,0.21607349124214678,-0.4455717760806486,0.3317495021640504,0.9775373226797921,1.321669450895632,0.17840871041629214,-0.7411222909956365,-0.4741561734585228
CZE,-0.3533369871413953,0.13230662931506673,-0.7617826507975349,0.30141816767980784,-1.8098729864915926,-0.18146005786267488,-1.418055765878304,-0.4851840712856306,-0.23829447965932885,-0.3897198708790814,-0.8706430660851985,0.7795885881108617
CYP,2.9934113192690206,-0.0154936260691805,1.2759602360877356,1.4621576549072346,-0.6915325903200551,0.8008589060615829,0.36548111930687505,-0.4520357731624669,0.7095619889604593,1.0130622152108497,-2.4123288873703563,0.5064032971417817
DNK,-1.1447529351772163,1.1275264133178358,-0.614832305956809,1.052746986985015,-0.46109388011472374,1.4470139906590231,1.0402933598997646,0.043134876319206636,0.8140945870784855,-0.24701128556343874,-0.3575874673795794,1.032876662337051
GBR,-0.6683184464762111,1.366446501696254,-0.06207629923712327,-0.6043845991527415,0.914216801549595,-0.9469582599544717,0.6943526543631799,-0.6563573441396169,0.030579776875221332,0.34402984817539556,-1.3310079423543448,1.0126284953451015
EST,-0.6535828156596287,-0.9410806581544503,1.876913792734299,1.2290614982297765,0.0780729162984878,-0.9758373673167157,0.07886775768307593,-1.501733943823078,1.1800416252509731,-2.71642631568789,1.2830430952639564,-0.4452560552996593
FIN,-1.433149681801409,-0.6591154128518542,2.2111156351048904,2.043889456948686,2.886378572230483,1.3056718521574293,-0.5181794805598794,2.0160046872100668,0.8778923318151985,0.8434603584767196,0.38922095438077203,0.09805551620733514
FRA,0.17182372622744463,1.2340546364331335,0.004971204936123928,-0.36897851919780783,0.3990580281716984,-0.7155714532993092,-0.5590104358946778,0.4105563538838359,-0.10927125316408144,1.0893451578688411,0.8760115869455607,-0.21855636505520024
DEU,-0.3641938776967654,1.084060404340024,-0.009805259159552127,-0.17055396512421142,-0.40081228758107046,0.30427902909482374,-0.7970993880934764,-0.4074190522562425,0.8136117214949743,-0.13877956072553307,0.327298171221848,0.7370496271330185
GRC,1.8935518157617965,0.015396115054636414,0.7781954261772437,0.6028512658212388,-0.22652208664155854,0.7082033834888903,-0.21430500598120503,-1.8529358606759576,1.1538349713217977,-1.6169515606701432,-0.039062449662734845,1.026005360838649
HUN,0.12740233711188018,-0.28029517914998964,0.13621439535378924,-1.1768190397504354,-0.39509683382667354,1.0866759016536796,1.033871185507268,1.7786657322682025,-0.30183169459460635,1.0793681739742609,0.45715318826790796,-0.7611230677996021
ISL,-1.3736863181484862,0.7622052933386163,-0.2543293800908402,0.45173451776252715,-0.3565342612144563,0.2521359724309511,1.9016938060413986,-0.7486329495208246,-0.06246711670587898,0.49332851596378097,0.2177104787838231,0.8332127282112637
IRL,-0.6836889605066541,1.6157546169823362,0.2085183727069834,-1.8205070196049036,1.5648344487973496,-1.2527394030110424,0.4254427383493239,-0.4162287020876382,-0.7490122405102566,0.22888273598180922,-1.4925787436864362,0.4807231777492467
ITA,1.3370506159939664,0.9525056179508447,0.6377406081231977,-0.009777177936510815,-0.2440250721637839,0.3575496617608916,-1.2521186070583499,0.5040346405113028,0.7605230431768761,0.922010820317914,1.1440243784161186,-0.872863822135805
LVA,-1.0870434496869446,-1.0391486557430265,1.5916374743400503,-0.04673811377168469,0.23057095323772717,-0.44814247855837835,-1.0491008083776627,0.09316044737085125,-1.4958413608518775,0.1390838191132087,-0.862104153081882,0.40547156793781053
LTU,-1.0770342508305348,-1.2531440333618546,1.5120467657633219,0.08925204377711786,0.5093867440662639,-0.3378230354763469,-1.2241972257710934,0.6296024120466222,-1.1381680204368971,-0.42657084254425165,-1.0725517075707305,0.39236861282248725
MKD,0.9810897516520863,-0.5475249897092199,-0.6094289781284453,-0.21262912512686002,0.795457696610024,0.7843145421026861,-0.18561539274123168,-0.41820568480624215,-0.07861922826841208,-0.32417168579072514,0.13941585030160972,0.18622400662998703
MLT,2.1234715190650326,0.32288867176396097,0.8068489630648206,1.5289520783280166,-1.2154511515984843,-2.048987115207073,2.16330646263078,2.180739348989261,-1.4433756360366463,-0.1523589006988735,-0.26236545314184545,-0.544417888629371
MDA,0.29439388098306535,-0.501222014891277,0.07038752350643714,-1.3094887150202519,0.009648861650381011,0.7446750212734357,2.044840580026497,1.5172968818691666,-1.5100160908954556,-2.456632394463859,0.7719208955577921,1.0977740919446015
MNE,0.37169145371341744,-0.8953344273427941,-2.3909622850938117,0.8038323740314139,1.5023077525143047,0.1625874575412641,-0.9294517563402903,-0.8087663631204537,-1.7163434043211747,0.37811719975860913,0.940354450604059,-0.4061959679217418
NLD,-0.3786894529316527,1.6920117435308324,0.166642986919744,-0.5345031493135547,0.2185909281754682,0.6942703685854752,-0.27770644794573934,0.49942531211020874,0.9814503108260104,-1.8848956980629918,-1.0245973180933912,-4.035671363531497
