Code,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
NOR,-1.352009917968831,0.7226043567355869,-0.29918845652645215,0.7210562290227293,-0.7163461684535698,0.9785797825525772,1.4635415228118946,-0.43262247061109005,0.17534925137080445,0.012284918561683133,0.29132271826791045,0.7487783957596722
POL,-0.7759625887787733,-0.7551763313031676,0.43311163378609097,-1.1647719958573413,-1.862400097310702,0.4862325373366542,-0.0007471768109074205,-1.2205796062884653,-0.6055587147536075,0.20924962227272817,0.025646545064040842,0.06665303367069579
PRT,0.9906145457790663,1.1131459008133575,0.30446697985198246,-0.07949851401589658,0.2511168852787721,-1.0667483517187692,-0.6755094156606513,0.011939643081306425,-0.9641364633659278,-0.12015328233997398,2.0308968270901424,0.33938274984367306
ROU,0.6158592510176927,-0.38754550918335995,-0.807995162129337,-0.5371739789959596,0.2550606093804011,1.0525103530569704,-0.6871730482734246,0.8010318721740212,0.5854767409861855,0.3638367920182346,-1.7444303043056542,1.1903123664803072
RUS,-0.6790515755900471,-1.435785178993339,0.4746612128511843,0.5758182798297045,-1.0636336513213343,-1.5775023625172169,-0.8311439570992338,-0.8947417850466394,-0.83829415094583,0.2942324102306993,-0.3406332193930752,0.011513067459245895
SRB,0.24589738159405458,-1.129615269415182,-1.563798841070359,0.51127547701296,0.8575666408129664,-0.4075364475222443,0.09724933594938677,-0.6309602775736721,0.5893099161591663,0.08251602590534386,0.5604155589738056,0.3145573168454836
SVK,-0.23828957464458042,-0.6553778851662533,-0.025781550146218756,-1.044309327663255,-1.1639545450289464,0.19839804552233012,-0.4506391656145494,0.5596497578968596,0.3636795620732519,0.6196193671578111,1.4535286088038317,-0.7710471245142543
SVN,-0.3949787125803908,-0.6693017438279166,0.1626212134340818,-1.4775980918756704,-0.3859848936939963,0.19114650846860193,0.7296688504321974,-0.5940418807182695,1.9041583140148557,-0.4263761632659691,0.24000694798430292,-0.916120580029611
ESP,0.5260103885189492,0.8129256772262666,0.8766299208737159,-0.9117294547142183,1.199138395934537,-2.1874338339646613,0.6745609093619142,-1.305932765387714,0.6733199005835668,1.1944898870633749,1.0455144072166618,0.002248905787312
SWE,-1.403388011695865,0.3922445626353815,-1.2761633869570712,2.8899505857601997,-0.7183248542027711,0.1348727142310671,1.1978802543290132,-0.5321061914748492,-0.7071692309749537,1.1512183736931154,0.3638088123008739,-1.4091029157246178
CHE,-0.3305336194058575,1.9004126870015254,-1.1916136625570823,0.5976187870739453,-0.7163761484136425,-0.00422967839817724,-2.48465112950265,1.2318808149202982,-1.065808170303517,-1.8662997267305508,-0.8145818627626032,0.11039231146334703
UKR,-0.17238932644910882,-1.1105620568215726,0.1459441844136252,-0.3297272478890494,-1.3708769926356725,-0.5019676372640317,-0.26784243651212497,-0.474975764153721,-0.6172721024166113,1.0986690933659182,-0.49231769992302626,-1.8447404334894264
