Siruta,NrMedici_Privat,NrMedici_Public,PersonalMediu_privat,PersonalMediu_public,MediciFamilie
9627,-0.6389937106918246,-10.276956931782458,-4.273498899717071,-26.40062893081761,1.2511788745677461
9654,-0.6389937106918246,-10.276956931782458,-3.2734988997170706,-26.40062893081761,0.2511788745677461
9690,5.361006289308175,1.7230430682175424,16.72650110028293,4.599371069182389,1.2511788745677461
9743,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
9798,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
9832,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
9887,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
9930,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
10006,-5.638993710691825,-7.276956931782458,-11.27349889971707,-17.40062893081761,-2.748821125432254
10051,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
10104,-4.638993710691825,-10.276956931782458,-10.27349889971707,-27.40062893081761,-1.7488211254322539
10195,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
10239,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
10293,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-27.40062893081761,-0.7488211254322539
10346,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
10373,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
10417,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
10453,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-27.40062893081761,-0.7488211254322539
10514,-4.638993710691825,-10.276956931782458,-10.27349889971707,-27.40062893081761,-1.7488211254322539
10532,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
10649,-3.6389937106918246,-6.276956931782458,-11.27349889971707,2.5993710691823892,-2.748821125432254
10701,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
10765,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
10827,-2.6389937106918246,-10.276956931782458,-9.27349889971707,-25.40062893081761,-0.7488211254322539
10872,-1.6389937106918246,-8.276956931782458,-4.273498899717071,-17.40062893081761,-0.7488211254322539
10916,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
10943,-0.6389937106918246,-9.276956931782458,-4.273498899717071,-13.40062893081761,1.2511788745677461
11058,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-27.40062893081761,-0.7488211254322539
11174,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
11236,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
11307,-6.638993710691825,-10.276956931782458,-14.27349889971707,-27.40062893081761,-3.748821125432254
11352,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
11398,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-0.7488211254322539
11423,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
11478,-2.6389937106918246,-9.276956931782458,1.7265011002829294,-21.40062893081761,-1.7488211254322539
11502,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
11539,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-25.40062893081761,-1.7488211254322539
11584,1.3610062893081754,-10.276956931782458,-1.2734988997170706,-21.40062893081761,3.251178874567746
11637,-5.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-2.748821125432254
11664,-5.638993710691825,-10.276956931782458,-13.27349889971707,-23.40062893081761,-2.748821125432254
11735,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
11762,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
11842,-5.638993710691825,-9.276956931782458,-13.27349889971707,-20.40062893081761,-2.748821125432254
11940,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
11995,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
12037,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
12055,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
12091,3.3610062893081754,-10.276956931782458,3.7265011002829294,-25.40062893081761,4.251178874567746
12126,-3.6389937106918246,-10.276956931782458,-9.27349889971707,-27.40062893081761,-1.7488211254322539
12144,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-0.7488211254322539
12206,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
12224,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-0.7488211254322539
12242,-1.6389937106918246,-10.276956931782458,-10.27349889971707,-25.40062893081761,0.2511788745677461
12288,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
12340,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-0.7488211254322539
12368,-0.6389937106918246,-10.276956931782458,-5.273498899717071,-25.40062893081761,1.2511788745677461
12402,-6.638993710691825,-10.276956931782458,-14.27349889971707,-24.40062893081761,-3.748821125432254
12457,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
12509,-2.6389937106918246,-10.276956931782458,-9.27349889971707,-27.40062893081761,0.2511788745677461
12572,-5.638993710691825,-10.276956931782458,-13.27349889971707,-26.40062893081761,-2.748821125432254
12643,-2.6389937106918246,-10.276956931782458,-9.27349889971707,-27.40062893081761,0.2511788745677461
